filename,base_caption,optimized_caption,base_caption_accuracy,confidence,logic_check
"1683.jpg","a display of hats and hats on display","一组动漫角色手办在透明亚克力展示柜内陈列展示，多组不同风格的角色手办以组合形式整齐摆放在白色台面上，周围分布着印有“異世界人”字样的产品包装盒，场景为室内商业零售或展会空间的展示区域，整体呈现专业且丰富的动漫周边产品展示氛围。",20,高,PASS
"1684.jpg","a table with bowls of food and a spoon","一张带有明显木纹纹理的深棕色木质餐桌上有三个盛放食物的容器，分别是左侧一个带有蓝色几何图案边缘的白瓷碗，碗内盛有包含肉片、豆腐、绿叶菜的汤类食物，碗内放置一把金属汤勺；中间一个黑色的圆形小盘，盘内有切片熟肉类和橙色的粉末状调料；右侧一个浅色带花纹的圆碗，碗内装着类似沙拉或甜点的食物（包含生菜、红色食材、酱汁、坚果碎等），碗旁放置一把黄色餐具。整个场景呈现室内餐饮环境，暖光照明营造出舒适的用餐氛围。",50,高,PASS
"1685.jpg","a person walking down a snow covered street","A person wearing a white long coat walks along a snow - covered tree - lined avenue, with tall trees on both sides having their branches laden with snow. The entire street is blanketed by thick snow, and there are other pedestrians visible further down the path under an overcast sky.",60,高,PASS
"1686.jpg","a stone monument with a sign on it","一个由多层灰色石材砌成的石质纪念碑，纪念碑中部设有武汉大学的校徽标志，该标志为圆形，包含传统建筑图案、"WUHAN UNIVERSITY"文字及历史相关元素，纪念碑周围有绿色树木，处于户外环境中。",60,高,PASS
"1687.jpg","a large monument in a city with people walking around","城市中心有一座大型纪念碑（人民英雄纪念碑），纪念碑周围有许多人在行走游览，广场地面设有金属护栏，背景可见具有历史感的政府类建筑，天空呈阴沉状态，整体呈现出一处开放的纪念性公共空间场景。",60,高,PASS
"1688.jpg","a building with a clock on top of it","一座具有传统中式古建风格的大型建筑，其上部呈现多层飞檐翘角结构，屋脊上排列着金色瑞兽雕塑，建筑主体色彩丰富，包含深红色的屋檐、绿色的墙体以及彩绘装饰，整体为历史文化遗产类建筑，处于阴天环境下，展现出古朴庄重的古建风貌。",40,高,PASS
"1689.jpg","a park with a lot of trees and a lot of lights","一个设有多种现代风格照明设施的公园，内有许多树木（部分树木无叶，显示为秋冬季节特征），草地呈现枯黄与绿色混合状态，背景可见大型标志性建筑，整体处于阴天环境下。",60,高,PASS
"1690.jpg","a white arch with a clock on it","这是一个带有“清华园”字样的白色拱形大门（牌坊），主体为白色，局部有深灰色砖石装饰，拱门上方有黑色“清华园”大字及“那桐”“宣统辛亥”等文字标识，拱门由白色立柱支撑，整体为古典风格建筑，周围有树木和蓝天背景，未设置时钟。",33,高,PASS
"1691.jpg","a computer and a mouse on a desk","在白色工作台上，摆放着一台由黑色显示器、键盘和鼠标组成的电脑系统，旁边放置着一台Renishaw品牌的Equator 30L型精密测量设备，周围环绕着装有各类工具和材料的玻璃储物柜，整体呈现出专业的工业测量工作站场景。",60,高,PASS
"1692.jpg","a robot is sitting on a table in a factory","一台橙色的工业机械臂位于工厂车间的中央区域，周围环绕着大型机床、控制柜以及带有计算机（显示器、键盘）的工作站，车间内有安全标识和其他工业设备，该区域呈现为用于自动化制造技术的生产或演示场地。",40,高,PASS
"1693.jpg","a statue of men fighting","一个位于户外广场的石质群雕，包含多位男女形象，呈现协作劳动的姿态，雕像安置于石制基座之上，背景可见现代风格建筑与树木，属于纪念性质的艺术作品。",20,高,PASS
"1694.jpg","a rock with a red painted design on it","一块大型花岗岩石碑，表面有红色书法文字"朱碑亭 郭沫岩"，矗立在园林环境中，周围环绕着绿植和灌木，地面散落有落叶与小草，属于公共文化景点内的景点标识石碑",50,高,PASS
"1695.jpg","a classroom with a chalk board and a blackboard","一间教室中设有两块绿色的黑板，黑板表面写满了彩色粉笔书写的文字与绘画，还绘制有图案；黑板上方有红色的“厚德 博雅”“笃学 敏行”标语以及一面中国国旗；讲台区域摆放着白色的花卉、各类教学用品，讲台处有“中华中师大一附中”的标识；讲台下有学生学习的学生，天花板上安装有长条形的照明灯具和扬声器设备，整体呈现出学校课堂教学的场景。",30,高,PASS
"1696.jpg","a black cat is sitting on the stairs","一只黑色的猫正侧卧在黑白相间的瓷砖楼梯上休息，位于楼梯中间区域的台阶处，周围有金属扶手，处于室内楼梯环境中，猫咪呈放松的休息姿态。",50,高,PASS
"1697.jpg","a wall of paper notes and notes","一面由大量木质祈福牌组成的墙壁，这些祈福牌上书写着各类文字，每块牌子都系有色彩丰富的流苏（包含红色、蓝色、粉色、黄色等多种颜色），它们密集地悬挂在一起，构成了一个充满文化气息的祈福展示墙，该场景大概率位于神社或寺庙内的祈福区域。",30,高,PASS
"1698.jpg","a large fountain in the middle of a city","一处位于城市中心的大型艺术喷泉，其主体为带有金色螺旋造型的雕塑式结构，置于环形基座之上，基座表面有传统纹样装饰；喷泉周围环绕多栋现代化高楼，其中一栋标有“城市之心”字样的标志性建筑尤为醒目；场景为夜间，喷泉及周边建筑均被灯光照亮，水面倒映着灯光与建筑，呈现出繁华都市的核心景观风貌。",50,高,PASS
"1699.jpg","a view of a city with a lot of buildings","一个城市景观的全景视角，包含多种类型的建筑——近景是密集的老旧住宅与少量现代多层建筑，中景是宽阔的河流，河面上有船只航行；远景则是现代化高楼群，其中有一栋正在建设中的超高层摩天大楼（顶部有起重机），天空被厚重的云层覆盖呈现灰蓝色，整个场景中既有历史风格的低矮建筑，也有现代化的高层建筑，呈现出新旧建筑并存的城市风貌。",60,高,PASS
"1700.jpg","a ferris wheel in a park with a cloudy sky","一个大型摩天轮矗立在公园中，摩天轮采用银灰色金属结构与白色现代风格支架构成，轮辐上悬挂着多节车厢，天空呈现出多云的状态，摩天轮周围有树木和花卉造景。",60,高,PASS
"1701.jpg","a laptop computer sitting on a desk with a monitor","<最终优化后的描述文本>",60,高,PASS
"1702.jpg","a futuristic car on display at a convention","一辆具有强烈未来感设计的汽车在科技类展会中展出，车身以银灰色为主色调，搭配黑色车顶，配备大尺寸独特的圆形轮毂；展会位于布置专业的展览场馆内，背景可见"设计浙江""Tiandy 天地伟业"等展会相关标识与其他参展商展位，整体营造出科技感与创新氛围。",30,高,PASS
"1703.jpg","a white bowl with a small amount of white and blue spe","一个矩形的白色塑料猫砂盒内装有大量带有蓝色斑点的白色颗粒状物质，这些物质填充了盒子的大部分空间，猫砂盒放置在木质地面上，整体呈现出日常使用后的状态。",30,高,PASS
"1704.jpg","a view of the river and a bridge in the distance","从近处视角看到宽阔的河流，远处有一座横跨河流的桥梁，河流两岸分布着多栋中高层建筑，岸边设有绿化带和步行步道，整个场景被厚重的灰白色云层覆盖，天气阴沉，整体呈现出宁静的城市滨水景观。",50,高,PASS
"1705.jpg","a white dog is walking on the sidewalk","一只白色的狗狗正走在带有纹理的表面上，画面中显示“不乐”字样，呈现出一只有点不高兴的小狗形象。",30,高,PASS
"1706.jpg","a cartoon cat with its arms crossed","一个以简笔风格绘制的浅米色卡通猫咪形象，身体呈站立姿态，边缘有深棕色轮廓线，面部有简单的圆形眼睛和类似胡子的线条，一只手臂呈弯曲抬起状态，背景为纯白色简洁单色背景。",50,高,PASS
"1707.jpg","a man is kneeling on a map with a red heart","A person wearing blue clothing and khaki pants is leaning forward toward a cartoon clown figure with green attire and red decorations, interacting with it over what appears to be an illustrated display.",30,高,PASS
"1708.jpg","a person standing on top of a hill at sunset","A person stands on an elevated grassland area at sunset, with their hands raised high (forming a heart - like shape) beneath a sky filled with vibrant pink and purple hues. The surrounding landscape features expansive open grasslands with distant vegetation silhouettes, all bathed in the soft glow of the setting sun.",60,高,PASS
"1709.jpg","a bridge with a train on it","一座具有历史感的石质多拱拱形桥梁横跨而过，桥面之上有一列现代列车行驶，桥梁由石材砌筑呈现出古朴质感，拥有多个大跨度拱券结构；桥梁后方是茂密的山林，天空呈灰白色调，整体场景为户外自然环境，展现出历史遗迹与现代交通工具相结合的景象，给人一种静谧且带有历史厚重感的感觉。",30,高,PASS
"1710.jpg","a body of water","一片平静的蓝色水域占据图像前景，水域岸边分布着简易建筑与防护围栏，远处可见带有多个圆柱形冷却塔的工业设施（冷却塔正排放白色水汽，应为发电厂），更远景处是连绵的山脉，上方是一片晴朗的蓝天，整体呈现出工业区域与自然水域、山地共存的景观。",30,高,PASS
"1711.jpg","a tree with green leaves","一棵具有分叉枝干的树，其枝头生长着茂密的绿色羽状复叶，树枝向天空方向伸展，背景是淡蓝色的天空，天空中散布着轻薄云层，整体呈现户外自然环境的清新景象",60,高,PASS
"1712.jpg","a person riding a bike on a paved road","一个戴着黑色头盔、穿着深色运动服并佩戴橙色手套的人正在骑自行车，行驶在海滨的铺装骑行道上，该道路包含蓝色骑行区和红色步行区，道路一侧设有护栏，另一侧有树木，远处可见桥梁与朦胧的城市建筑。",60,高,PASS
"1713.jpg","a large building with a clock on the top","一座大型具有古典历史风格的建筑，顶部带有带穹顶结构的塔楼，塔楼顶端设有十字架，建筑表面布满复杂雕刻装饰，整体呈现浅色调，背景为阴沉的天空，空中可见一只飞鸟，建筑顶部无时钟。",33,高,PASS
"1714.jpg","a man is sitting on a raft in the water","一位老人正站在竹筏上，身体前倾弯腰进行操作，竹筏漂浮在平静的水面上，周围是带有沙质岸边的养殖水域，远处可见山林和分布的民居，整体环境安静祥和。",30,高,PASS
"1715.jpg","a blue and white dog with a black nose","一个具有简约卡通风格的图像，主体为圆形头部，面部以白色为主色调，眼部周围有深色眼窝，存在蓝色液体状元素（类似眼泪），整体呈现悲伤哭泣的表情。",10,高,PASS
"1716.jpg","a white dog wearing a green scarf","A white Samoyed dog wearing a green headwear with animal face decorations, in an indoor setting. （或更自然的表达：一只白色的萨摩耶犬戴着带有动物脸部设计的绿色装饰性头具，处于室内环境中。）",70,高,PASS
"1717.jpg","a full moon is seen over a river","A full moon shines in the deep blue night sky above a calm river, with its light reflecting on the water's surface. Dense forests surround the river, while low-hanging clouds blanket the distant mountains, and streetlights provide subtle illumination near the forest edge.",60,高,PASS
"1718.jpg","a waterfall in the jungle","一处多层水流倾泻的瀑布坐落于茂密丛林之中，水流湍急形成大量白色水花，瀑布底部有积水水域，周边设有木制护栏，丛林植被繁茂，上方可见观景栈道，整体环境湿润，呈现出自然景观与人文设施融合的丛林瀑布景点。",60,高,PASS
"1719.jpg","a building with a bunch of flowers in front of it","一栋红砖结构的多层建筑矗立着，建筑外有大量盛开的粉色樱花，部分樱花枝条从画面上方垂落，另有一些粉色花簇生长在建筑前方区域，整体呈现出春日清新美丽的户外景观场景。",60,高,PASS
"1720.jpg","a tree with leaves","调用GLM失败",0,"GLM_FAIL","FAIL"
"1721.jpg","a table with a bowl of food and a bowl of soup","一张带有明显纹理的棕色木质餐桌，上面摆放着多种餐具与餐食。餐桌上有方形黑盘（内装蛋包饭与透明圆粒食材）、深色小碗（盛放带调料的肉类料理）、带蓝色花纹的白碗（内有汤面类食物，包含炸物、绿叶菜、鸡蛋、芝麻等，并配有金属汤勺）以及右侧的白碗（盛放沙拉类食物，含生菜、番茄、炸物与酱汁，配有黄色塑料叉）；上方还放置着黑色空碗与筷子，背景可见人物穿着，整体在暖光环境下呈现出餐厅用餐的场景，各类餐食摆放有序。",40,高,PASS
"1722.jpg","a body of water","一片河流穿城而过，河面平静，周围分布着现代高层玻璃幕墙建筑群与历史风格的红砖建筑，河面上方有一座带有弧形结构的现代桥梁横跨两岸，岸边有树木和绿化带，整体呈现出现代都市与水体景观相结合的城市滨水功能区景象。",30,高,PASS
"1723.jpg","a large building with a tower in the middle of the road","一座具有多层飞檐的传统中式古建筑塔楼矗立在宽敞的城市广场中央，前方是宽阔的城市道路，塔楼周围设有金属护栏和红白相间的交通锥，背景中可见现代高层建筑，整体呈现历史遗迹与现代都市交融的城市景观，天空阴沉，氛围庄重肃穆。",40,高,PASS
"1724.jpg","a large building with a clock on the top","这是一座具有传统中式古建筑特征的大型宫殿式城楼，主体为红色墙体，搭配黄色琉璃瓦屋顶与绿色彩绘装饰，建筑上可见“故宫博物院”字样，周围有树木、复古路灯分布，前方有参观的人群，整体呈现出一处历史文化景区的景象。",50,高,PASS
"1725.jpg","a statue of a crane on a stone base","a bronze crane statue stands on a stone base, surrounded by traditional Chinese palace architecture with red walls and golden roofs in the background, positioned within an ancient architectural courtyard featuring stone railings.",60,高,PASS
"1726.jpg","the inside of the forbidden temple in the forbidden garden","The interior of a traditional Chinese imperial temple features red pillars, intricately painted ceiling with complex patterns (藻井), golden ceremonial furniture centered in the space, yellow calligraphy plaques on either side, lattice-style windows, and a symmetrical layout showcasing historical architectural grandeur.",30,高,PASS
"1727.jpg","a machine that is sitting on a table","一台大型铣磨实验室设备静置于实验室地面，设备主体以深灰色与浅黄色为主色调，正面配备显示屏（显示“铣磨实验室学生作品图”及多件学生制作的零件示意图），显示屏下方设有带文字的操作说明牌，设备左侧设有多层工具储物架（存放各类加工工具），右侧为加工区域（放置着加工工件与设备部件），机身带有红色“JD”品牌标识，整体呈现出高校实验室内用于教学或实践的工业加工设备特征。",30,高,PASS
"1728.jpg","a city with a lot of tall buildings","一座城市中有许多现代化高楼建筑，这些建筑拥有大面积玻璃幕墙，外观呈蓝灰色与金属色结合，部分高楼顶部有“THTF”“清华同方”等企业标识，建筑周边分布着树木，地面有车辆停放，呈现出典型的城市商务区高楼集群景象，在晴朗的天空下展现出现代化都市风貌。",60,高,PASS
"1729.jpg","a tank on display in a museum","一辆中国制造的90式自行榴弹炮作为军事展品陈列在博物馆室内展厅中，主体呈军绿色且带有明显使用痕迹（如锈迹、局部迷彩覆盖），配备长管榴弹发射炮、顶部遥控机枪及弹药架，车身侧面设有防护装甲板。展厅内还陈列着带有“907”编号和红色五角星标识的另一辆军事装备，坦克前方放置有介绍该展品的说明牌，整体处于博物馆的展览环境中。",50,高,PASS
"1730.jpg","a statue of a dog on a pedestal","一尊青铜瑞犬雕像矗立在方形石质基座上，位于古建筑门前区域。雕像主体呈现铜绿色，鼻子、爪部及项圈铃铛等部位为金色装饰，呈坐姿，姿态庄重威严。背景可见传统木质门窗和带有金色书法字体的红色对联，地面铺设红色方砖。",40,高,PASS
"1731.jpg","a large building with a lot of concrete blocks","一个大型的遗址博物馆建筑内，展示着大量古代遗址遗迹，遗址以土坑、墙体等形态分布在大面积的开放空间中，建筑采用现代钢结构与大面积玻璃结构，内部设有玻璃护栏、展览区域及木质观景平台，有众多参观者在遗址周边参观游览，整体呈现出对古代遗址的保护性展示与文化传播的公共空间特征。",30,高,PASS
"1732.jpg","a crowd of people","一大群人在城市街道旁的公共区域聚集，人群密集，包含步行者和骑自行车的人，穿着多样（有红色外套、黑色衣物、背着背包等），周围有浅色的多层建筑物、几棵树木和开阔绿地，天空晴朗，整体呈现出热闹的集体活动场景。",40,高,PASS
"1733.jpg","a drone with a camera attached to it","一个多旋翼无人机，配备主摄像头及额外辅助设备，停放在室内展示区域的白色展示台上，周围环绕着蓝色灯光装饰的展柜，背景处有一块显示户外田野和电线杆的大型屏幕。",30,高,PASS
"1734.jpg","a table with a bunch of hats on it","一张铺有红色桌布的桌子上摆放着大量具有民族风情的布艺动物玩偶，这些玩偶以深蓝色为底色，上面搭配有丰富的红白传统纹样，造型多样包含马、象等多种动物形象，它们密集地排列在桌面上进行展示，后方还能看到另一张摆放着其他特色物品的桌子。",20,高,PASS
"1735.jpg","a white and black car","两辆未来风格的概念车模型放置于白色展台上，左侧车辆主体为白色，搭配黑色和绿色部件，车身印有“URBAN RECYCLE”字样；右侧车辆以银色为主色调，搭配黑色和红色部件，造型更具科幻感。场景为室内展览空间，展台周围设有宣传资料与展板，整体呈现科技展览的专业氛围。",33,高,PASS
"1736.jpg","a painting on a wall with chinese writing","一幅书法作品以卷轴形式悬挂于室内浅色墙壁上，作品上有黑色行书汉字，主要文字为“民国之门”，左下角有“孙治强題 一九九二年七月二十”的作者落款与创作时间，整体呈现出文化展示空间的庄重氛围。",50,高,PASS
"1737.jpg","a bowl of fruit and ice cream on a table","一个印有不颠哥港式甜品店字样的长方形甜品碗中盛放着水果和冰淇淋，碗置于白色托盘上，碗内有切块的芒果、深色浆果状水果、糖渍圆形水果以及一勺冰淇淋，整体摆放在木质纹理的餐桌上。",50,高,PASS
"1738.jpg","a white computer monitor","一个黑色的计算机显示器（显示代码界面），其旁放置着一杯带有蓝白包装的粉色饮品和一个装有食物的透明餐盒，所有物品均摆放在办公桌面上。",20,高,PASS
"1739.jpg","a fire is burning in the sky behind a building","In the evening, modern multi - story buildings with gray exteriors form an urban skyline. Behind these structures, the sky displays vibrant orange - red hues resembling either a sunset or special atmospheric effects, and trees can be seen at the bottom right corner.",20,高,PASS
"1740.jpg","a wall with a bunch of flowers on it","一面带有剥落油漆的老旧墙面，表面呈现出粉红色、浅棕色与紫色的斑驳色彩，阳光透过上方枝叶在墙面上投射出树影图案，墙面顶部有一排装饰性的建筑构件。",20,高,PASS
"1741.jpg","a river in the mountains with a bridge","山地景区内，有一条河流穿谷而过，河水呈现出多彩景观，一座桥梁横跨河流连接两岸，周围环绕着被茂密植被覆盖的山脉，山顶被云雾缭绕，附近还有蜿蜒的步行道与人造水域景观，整体充满自然与人文结合的美感。",40,高,PASS
"1742.jpg","a panda bear with sunglasses on it ' s face","一幅以熊猫头为主题的卡通图像，熊猫呈现黑白配色，面部佩戴圆形深色墨镜，眼部区域被墨镜覆盖，同时熊猫面部带有疑惑感的问号表情，整体为网络流行的表情包风格，呈现出幽默诙谐的氛围。",60,高,PASS
"1743.jpg","people standing in front of a large buddha statue","<最终优化后的描述文本>",0,高,PASS
"1744.jpg","a river with lots of small yellow flowers growing on it","一条河流静静流淌，其岸边有许多开满小型黄色花朵的树枝垂挂至水面附近，花朵成簇分布在枝头，为深绿色的河水增添了明亮色彩；河岸可见岩石与泥土结构，整体场景在较为昏暗的光线下呈现出静谧的自然风貌。",40,高,PASS
"1745.jpg","a view of a mountain range with a blue sky","从高处俯瞰，一片连绵起伏的山脉延伸至远方，山体被茂密的植被覆盖呈现出不同深浅的绿色，山脉有着清晰的层次感，由近及远逐渐降低高度。上方是广阔的蓝天，天空中散布着形态各异的白色云朵，整体光线明亮，展现出晴朗天气下开阔的自然景观，前景还能看到部分树木枝叶。",60,高,PASS
"1746.jpg","a monkey eating a fruit in the forest","一只在森林环境中活动的浅棕色猴子正手持一根黄色的玉米棒，周围有缠有红色丝带的树木、地面散落的枯枝与杂草，还可见一个白色塑料袋，猴子处于安静进食的状态中",60,高,PASS
"1747.jpg","people are sitting outside of a restaurant at night","一群人在夜晚的传统木质廊道外区域行走，周围悬挂着多种彩灯（包括造型独特的龙形大灯笼和方形灯笼），该区域具有古风建筑结构，附近可见水体，整体呈现出夜间文化游览的氛围。",30,高,PASS
"1748.jpg","a man walking up a steep hill with a umbrella","多个人在林间历史遗迹的陡峭石阶上行走，手持雨伞，周围环绕着茂密的高大绿色树木，石阶带有护栏，整体环境湿润，呈现出雨天游览的场景。",30,高,PASS
"1749.jpg","a cloudy day","在一个多云的日子里，远处山峰被云雾笼罩，山谷间分布着村庄、农田与蜿蜒道路，四周植被繁茂，整体呈现出静谧的山地乡村景致。",40,高,PASS
"1750.jpg","a street with red lanterns hanging from the trees","一条街道上，多串鲜艳的红色灯笼悬挂在高大的树木枝头，树木有的枝叶繁茂、有的叶片稀疏，街道旁有一座木质小建筑，街道上有观光车行驶，还有不少行人活动，整体呈现出热闹休闲的户外场景。",50,高,PASS
"1751.jpg","a tree on a hill with a sky background","多棵树木分布在绿色草坡上，草坡上散落着细碎杂草，右侧有大片茂密的绿色灌木丛且带有白色花簇，背景是点缀着少量白云的浅蓝色天空，整体呈现出一幅宁静自然的户外自然景观画面。",40,高,PASS
"1752.jpg","a view of a river and a city","一幅清晨（或傍晚）时分的城市与河流景观图，画面中央是大面积的河流，河水因雾气显得朦胧，河面平静且映着太阳的金色光芒。远处是密集的城市建筑群，同样被薄雾笼罩，呈现出朦胧的灰色调。河流间有一座横跨水面的长桥，桥上有不少行人走动，桥边和河岸分布着树木，增添了几分自然气息。河面上有一艘小船，随着水流前行，留下泛起的水痕。画面上方偏右处是一轮明亮的太阳，其光线穿透雾气形成一道光束，洒向河流和城市，给整个场景镀上一层温暖的橙黄色调，营造出宁静祥和的氛围。",60,高,PASS
"1753.jpg","a large group of lotuses in a garden","在一处带有古建筑的庭院花园内，生长着一大片荷花，包含盛放的粉色花朵、待放的花苞以及宽大的绿叶，画面中有一位戴着宽边帽的人，背景古建筑的墙面挂有一幅写有“出污泥而不染 浸清涟而不妖”的书法作品。",30,高,PASS
"1754.jpg","a bridge over a body of water","在傍晚时分，一座带有多个桥墩的桥梁横跨于宽阔的水域之上，天空呈现橙红至蓝紫的渐变色彩，点缀着少量云朵，远处有连绵的山脉轮廓，近处可见通信塔、房屋等建筑，水面泛起细微波纹，整体场景宁静优美。",0,LOW,FAIL
"1755.jpg","a person riding a skateboard down a street","一条铺有方砖的人行道在阳光下呈现，地面上散布着白色颗粒状物质，背景有树木和建筑物边缘，画面中无人物、滑板及相关动作。",0,LOW,FAIL
"1756.jpg","a window with a glass and some flowers","一个带有老旧木质框架的窗户，配有带纹理的磨砂玻璃，窗户嵌于浅色墙体中（墙体有细微裂纹），窗台为水泥材质。窗户旁生长着繁茂的粉色蔷薇，有盛开花朵和花苞，绿叶繁茂，蔷薇枝条自然攀附在窗户框架及墙体处，整体呈现出自然生长的生活化场景。",30,高,PASS
"1757.jpg","a panda bear face with a black and white background","一个结合熊猫特征（黑色圆形耳朵）与人类面部的创意图像，以简洁单色的背景（如白色）衬托，整体呈现黑白色调对比，主体为静态的熊猫耳+人脸融合形象。",40,高,PASS
"1758.jpg","a refrigerator with a variety of drinks in it","一个带有透明分隔货架和价格标签的便利店冷藏柜内，存放着多种饮料，包括红色包装的可口可乐、黄色与绿色的果汁饮品、紫色包装的葡萄汁，还有椰树牌等其他品牌的饮料，饮料被分层整齐陈列在多层货架上。",0,LOW,FAIL
"1759.jpg","a painting of a building with a red roof","一幅采用像素化艺术形式创作的绘画作品，展现了带有红色屋顶的主体建筑，该建筑旁矗立着一栋高层建筑，背景是色彩渐变的蓝天（从蓝色过渡至紫色，再转变为暖黄色），画面下方有水面倒影呈现主体建筑的镜像，整体作品被白色边框装裱后悬挂展示。",40,高,PASS
"1760.jpg","a tree with pink flowers in the fore","一棵带有盛开花朵与花苞的粉色花树位于前景，其深褐色细长树枝上分布着淡粉色至深粉色的花朵，既有完全盛开的鲜花也有待绽放的花苞；背景中可见其他树木与建筑物，天空呈灰蒙蒙的阴天天空，整体呈现出春季户外自然景致。",60,高,PASS
"1761.jpg","a duck swimming in a pond with many fish","三只鸭子在池塘中悠然游动，周围有许多色彩绚丽的锦鲤与其他鱼类，水面因它们的游动泛起层层涟漪，构成一幅和谐的自然生态画面。",40,高,PASS
"1762.jpg","the city skyline at night with the illuminated dinosaur sculpture","The nighttime city skyline showcases a vibrant, wave - shaped illuminated artistic sculpture in the foreground. Behind it stand multiple modern skyscrapers with colorful lighting – some display warm yellow/orange hues while others feature cool white/blue accents. Below, a bustling public square with pedestrians and trees adds to the energetic urban atmosphere under the dark night sky.",67,高,PASS
"1763.jpg","a plane flying through a cloudy blue sky","blue sky with diverse cloud formations, including large cumulonimbus clouds and scattered white clouds, under bright daylight; no aircraft is present in the scene",20,高,PASS
"1764.jpg","a small shrine with a sign on it","一个具有中式古建风格（飞檐、木质雕花）的亭廊内设有浅棕色石材的石碑，亭顶悬挂写有"喜雨亭"的黑色题字牌匾，石碑表面有黑色铭文区域，周边环绕木质护栏与长椅，整体处于绿树环绕、带有水体的园林环境中。",20,高,PASS
"1765.jpg","a dog laying on a bed with a blanket","两只熊猫幼崽分别躺在带有木质围栏的床上，床上铺着浅灰色的毯子和白色的毯子，它们呈躺卧状态休息，整体处于一个带有木质围栏的休息区域内，环境整洁明亮，推测为人工饲养场所为幼崽提供的休息空间。",25,高,PASS
"1766.jpg","a large white statue","a large white statue of Chairman Mao Zedong waving with his right hand, standing on a tall rectangular pedestal at night, with a multi - story building in the background and trimmed hedges around the base.",40,高,PASS
"1767.jpg","a bike is on display in a showroom","一辆红黑配色的公路自行车在专业展会展厅内展示，车身带有"JAVA"品牌标识，由支架固定摆放以便参观者近距离观赏，周围可见展会布置和其他展品，整体呈现商业产品展示的氛围。",60,高,PASS
"1768.jpg","a display of jewelry on a table","在带有玻璃防护的展示柜台面上，有序摆放着约6组精致耳环套装，每组耳环均被放置在印有品牌标识的白色方形展示盒内，盒内衬黑色软垫，耳环以叶片造型、水滴造型、花朵造型及环形搭配装饰等多种设计呈现，整体布局整齐规范，展现出珠宝的高端质感。",60,高,PASS
"1769.jpg","a person is eating food on a table","在户外街边的木质餐桌上，摆放着烤串、油炸食品以及装有调料和饮品的透明小碗，周围有蓝色塑料座椅，一只手正接触其中一处食物，呈现街头小吃消费的休闲场景。",20,高,PASS
"1770.jpg","a snow covered street with a stop sign","一个夜晚中被冰雪覆盖的城市街道，路边设有带球形装饰的石块景观，道路上有一辆黑色轿车，远处分布着交通信号灯、路灯和高层住宅楼。",40,高,PASS
"1771.jpg","a group of people standing around a table with water bottles","一群人在户外公共区域的木质桌子周围站立，桌子上摆放着多种品牌和规格的瓶装水（包括大瓶矿泉水、小瓶饮用水等）以及饮料罐，同时放置有记录本和笔，该场景呈现为集体活动的饮水补给点，人们似乎正围绕桌子休息或准备取用饮品。",60,高,PASS
"1772.jpg","a white flower sitting on the ground","两朵带有黄色花心的浅紫色雏菊状花朵生长在干燥开裂的泥土上，周围分布着土壤块、枯叶和少量绿色小植物",33,高,PASS
"1773.jpg","a cat walking across a street next to a parked car","an orange tabby cat walking on a paved concrete street near blue trash bins, a white parked truck, and electric bikes",60,高,PASS
"1774.jpg","a large building with a large poster on the wall","一个大型现代交通枢纽建筑，其主立面上悬挂着一块大型海报。该建筑采用玻璃、金属框架与浅灰色瓷砖墙面设计，空间内设有“W3出口”与“巴士”等指示标识，大厅内有行人通行。大型海报为蓝色背景，展示了包含塔状地标、桥梁及车流的夜景城市景观，海报上有“陪你路过这个世界”的文字及联系方式。",40,高,PASS
"1775.jpg","a bag with a bag of tea in it","一个白色的手提式帆布袋，袋身印有“inspiration of tea”字样、大号黑色“喜茶”汉字及红色“HEYTEA”标识，该袋子处于室内茶叶展示场景中，背景可见装有茶叶的玻璃容器和木质展柜，整体环境光线明亮、布局整洁。",0,LOW,FAIL
"1776.jpg","a large bull walking in a dirt area","一只大型浅棕色犀牛在设有枯树、岩石与茂密植被的泥地区域内活动，附近有鸵鸟和几只大型鸟类，场景为野生动物展示区的泥质地活动空间。",20,高,PASS
"1777.jpg","a dinosaur in the woods","一只棕褐色的仿真恐龙模型，身上带有深色条纹，正身处茂密的森林环境中。恐龙呈行走姿态，头部低垂靠近地面，周围环绕着多种类型的植被（包括高大乔木、蕨类植物、阔叶灌木等），地面覆盖着落叶与繁茂的草本植物，整个场景模拟了史前的丛林生态，恐龙仿佛在探索这片充满生机的古木林。",50,高,PASS
"1778.jpg","a dinosaur in a jungle","一只仿真霸王龙模型处于人工模拟的史前丛林展览场景中，恐龙体型庞大，嘴巴大张露出锋利的牙齿，呈现动态姿态；周围环绕着茂密的热带植被（包括蕨类、棕榈科植物等），场景由绿色灯光照亮，营造出神秘氛围，背景可见展览空间的灯光效果，左侧有参观的游客，整体为面向公众的恐龙主题展览空间。",50,高,PASS
"1779.jpg","a peacock with its feathers spread out in the air","一只孔雀在丛林风格的自然环境中展开尾羽，羽毛呈扇形完全展开，以蓝绿色为主色调并带有金色眼状斑纹，周围环绕着树木、大型绿叶植物和树桩。",0,LOW,FAIL
"1780.jpg","two white birds sitting on a wooden ledge","两只雪鸮栖息在带有绿草覆盖的木质平台上，背景为树干状结构，其中一只睁眼观察，另一只闭眼休息。",60,高,PASS
